Transaction_ID,Date,Cost_Center,GL_Account_Name,Account_Category,Vendor_Name,Budget_INR,Actual_INR
GL-595551,2024-07-14,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Prologis Warehousing,484272.33,474339.99
GL-172701,2025-08-07,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,365531.41,365504.66
GL-726848,2025-01-13,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,108632.59,107640.23
GL-611982,2025-06-04,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,365576.66,361370.95
GL-798486,2025-09-22,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Blue Yonder,389700.88,382597.34
GL-568125,2025-03-16,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,379792.94,375825.67
GL-337872,2025-06-20,Supply Chain Services,IT Infrastructure (Servers),CAPEX,AWS India,274816.86,267925.74
GL-548909,2024-09-20,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,115640.21,119117.99
GL-127326,2024-06-15,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,422391.83,441812.88
GL-956432,2024-12-07,Cross-Border,Freight Handling & Contract Labor,OPEX,Blue Yonder,294259.79,287073.0
GL-484342,2024-12-12,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Indian Oil Corp,461647.59,459907.4
GL-739713,2025-08-15,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,183978.85,176056.33
GL-778884,2024-06-16,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Blue Yonder,463890.93,455812.14
GL-372124,2024-08-26,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Indian Oil Corp,301311.99,301581.8
GL-858391,2025-03-22,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,96868.35,98113.91
GL-808191,2024-11-07,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,AWS India,109260.25,112783.64
GL-407165,2025-03-29,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,459140.25,478477.75
GL-757263,2024-09-24,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Vanderlande Sorters,64976.26,64888.79
GL-138503,2025-12-16,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,63707.04,65432.01
GL-131264,2025-12-15,Supply Chain Services,Employee Benefit Expenses,OPEX,Reliance BP Mobility,384422.07,382308.23
GL-363950,2025-11-26,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Local Fleet Operator B,240827.78,228799.7
GL-370268,2025-11-20,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator A,204813.39,205197.05
GL-609709,2026-01-16,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Blue Yonder,105066.74,105517.36
GL-858196,2025-05-22,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,119931.95,125390.17
GL-360638,2026-03-04,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Vanderlande Sorters,326783.52,349572.01
GL-595776,2025-11-18,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Amazon Web Serv,143029.97,141873.12
GL-266216,2025-08-30,Supply Chain Services,Automated Sorter Systems,CAPEX,Prologis Warehousing,46429.25,48650.5
GL-870916,2024-12-26,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,320880.44,333885.31
GL-816341,2025-06-26,Supply Chain Services,Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,427158.61,413186.08
GL-369584,2025-09-03,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Vanderlande Sorters,326059.59,339564.84
GL-732847,2025-03-09,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,AWS India,257603.12,266373.83
GL-343438,2025-12-10,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,350367.37,475894.47
GL-421723,2024-09-28,Supply Chain Services,Automated Sorter Systems,CAPEX,Vanderlande Sorters,52672.01,51204.84
GL-556224,2024-07-14,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,54008.16,54846.27
GL-540572,2025-05-06,Corporate HQ,Employee Benefit Expenses,OPEX,Indian Oil Corp,23514.78,22761.04
GL-587404,2024-07-15,Supply Chain Services,Employee Benefit Expenses,OPEX,Reliance BP Mobility,357800.69,370302.34
GL-285564,2025-01-02,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Blue Yonder,202519.28,204708.72
GL-486834,2026-02-06,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,284839.3,271948.0
GL-356100,2026-02-03,Supply Chain Services,Employee Benefit Expenses,OPEX,Vanderlande Sorters,82555.4,82219.0
GL-608904,2025-04-20,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Vanderlande Sorters,498740.18,522487.08
GL-224218,2025-01-29,Supply Chain Services,Automated Sorter Systems,CAPEX,Prologis Warehousing,334207.09,342966.72
GL-166085,2026-03-29,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,444976.5,438226.79
GL-703592,2025-02-02,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,342724.32,367600.87
GL-545882,2024-04-07,Supply Chain Services,Employee Benefit Expenses,OPEX,Local Fleet Operator A,404655.71,387313.13
GL-977607,2026-03-10,Cross-Border,Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,159330.89,174369.86
GL-925957,2024-04-17,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Reliance BP Mobility,111026.52,112934.12
GL-604311,2025-04-11,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,339311.5,350635.77
GL-857314,2025-06-28,Corporate HQ,IT Infrastructure (Servers),CAPEX,Prologis Warehousing,41032.73,40158.15
GL-669919,2025-03-25,Corporate HQ,Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,471047.0,493243.56
GL-461314,2025-10-10,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Vanderlande Sorters,367029.38,368639.76
GL-149124,2024-05-31,Express Parcel (B2C),Employee Benefit Expenses,OPEX,AWS India,264102.14,277028.85
GL-917037,2025-03-19,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,AWS India,457603.62,468016.65
GL-534255,2024-08-17,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,166674.15,187665.79
GL-171166,2025-10-02,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,457281.16,508104.93
GL-801358,2025-01-23,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,380053.46,382559.36
GL-636049,2025-06-22,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,273914.31,271634.82
GL-941876,2025-01-14,Corporate HQ,Freight Handling & Contract Labor,OPEX,Local Fleet Operator B,306929.0,308508.47
GL-376566,2025-12-11,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Indian Oil Corp,374362.01,366105.03
GL-855480,2025-12-10,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Blue Yonder,247650.77,243175.5
GL-953020,2025-05-23,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,452372.77,465652.88
GL-640451,2025-04-17,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Prologis Warehousing,359526.79,409436.87
GL-268975,2025-11-27,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,104737.61,107392.6
GL-625280,2025-01-08,Supply Chain Services,Automated Sorter Systems,CAPEX,AWS India,13399.38,13889.36
GL-573962,2024-07-22,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Blue Yonder,167743.75,167279.95
GL-514868,2024-07-31,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Blue Yonder,497208.55,518737.51
GL-433157,2025-08-30,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Indian Oil Corp,204568.43,202729.06
GL-959949,2024-06-28,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,188842.95,180496.42
GL-944917,2025-03-13,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Reliance BP Mobility,404073.96,428733.1
GL-472242,2025-06-30,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,304289.56,339904.96
GL-552121,2025-06-14,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Blue Yonder,283441.93,290623.5
GL-111812,2024-07-13,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,195699.17,203358.54
GL-615842,2024-09-19,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Blue Yonder,413883.26,398409.56
GL-718497,2026-01-03,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,395713.15,395608.49
GL-355475,2024-11-16,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Blue Yonder,440918.59,433399.85
GL-701036,2025-06-27,Supply Chain Services,Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,110749.34,122901.71
GL-947910,2025-07-25,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,185721.89,212011.06
GL-574781,2026-01-31,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,429018.36,409571.34
GL-610342,2025-03-27,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator A,31465.36,33372.95
GL-471227,2024-09-13,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,AWS India,169087.56,163799.18
GL-327801,2025-01-08,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,AWS India,376174.35,359138.55
GL-829516,2026-02-25,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,AWS India,362806.3,373605.11
GL-769268,2024-05-31,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,263273.7,286426.9
GL-781037,2024-09-13,Express Parcel (B2C),Employee Benefit Expenses,OPEX,AWS India,382036.28,377091.03
GL-796777,2024-12-08,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,334320.59,333090.1
GL-496595,2025-09-29,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Blue Yonder,287331.86,288654.68
GL-763969,2025-10-10,Corporate HQ,Freight Handling & Contract Labor,OPEX,AWS India,79166.09,81659.09
GL-596145,2025-02-01,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Vanderlande Sorters,306390.24,305136.08
GL-911039,2025-03-23,Cross-Border,IT Infrastructure (Servers),CAPEX,Vanderlande Sorters,112228.63,111165.3
GL-256799,2024-09-15,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Amazon Web Serv,195185.13,223271.18
GL-113290,2024-05-30,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,203011.51,200943.15
GL-855918,2025-07-01,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Prologis Warehousing,320891.79,306433.79
GL-393607,2026-01-04,Corporate HQ,Freight Handling & Contract Labor,OPEX,Prologis Warehousing,385057.26,367599.7
GL-769739,2025-06-15,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Prologis Warehousing,279907.9,266885.85
GL-136805,2024-08-30,Supply Chain Services,Employee Benefit Expenses,OPEX,Vanderlande Sorters,363637.95,371341.43
GL-207342,2024-11-20,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,AWS India,322601.45,365928.64
GL-416009,2024-05-21,Part Truckload (PTL),Automated Sorter Systems,CAPEX,AWS India,33948.39,33984.63
GL-664344,2025-09-09,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Indian Oil Corp,491828.7,489754.49
GL-242890,2025-04-23,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,166402.52,175298.68
GL-437425,2025-09-18,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,205574.92,204305.75
GL-694803,2024-08-05,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Vanderlande Sorters,307249.89,294780.58
GL-368720,2026-03-15,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,103406.15,115418.74
GL-361441,2026-04-01,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Indian Oil Corp,35062.16,36316.29
GL-538318,2024-07-01,Part Truckload (PTL),Freight Handling & Contract Labor,OPEX,Vanderlande Sorters,40917.09,39943.49
GL-759212,2025-10-30,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,227920.46,232496.73
GL-570542,2024-07-14,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,AWS India,38638.68,37256.6
GL-605323,2025-01-22,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Vanderlande Sorters,277490.01,316939.98
GL-953287,2025-07-03,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,487909.97,478564.69
GL-537621,2024-08-14,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Local Fleet Operator A,107315.88,102933.35
GL-581670,2025-11-02,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Blue Yonder,105765.42,107437.32
GL-669031,2025-01-05,Corporate HQ,Automated Sorter Systems,CAPEX,Prologis Warehousing,174048.26,173076.55
GL-605375,2025-12-20,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,452078.5,462019.6
GL-943732,2025-02-13,Supply Chain Services,Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,129163.63,128334.71
GL-298636,2024-10-20,Corporate HQ,IT Infrastructure (Servers),CAPEX,Blue Yonder,20140.87,19294.42
GL-139997,2026-03-17,Supply Chain Services,Employee Benefit Expenses,OPEX,Reliance BP Mobility,409829.25,390305.84
GL-902864,2026-02-05,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Indian Oil Corp,273566.38,271170.41
GL-582036,2026-03-27,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Local Fleet Operator B,314899.41,324121.65
GL-275358,2024-09-12,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Reliance BP Mobility,27215.45,26420.21
GL-488583,2025-05-10,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Vanderlande Sorters,360507.52,374589.93
GL-921159,2025-04-05,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,AWS India,287924.41,273890.1
GL-429731,2024-08-26,Supply Chain Services,Automated Sorter Systems,CAPEX,AWS India,126315.01,129676.76
GL-976356,2024-04-16,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,320947.22,351865.11
GL-403385,2025-10-19,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,171294.37,166077.46
GL-516095,2024-06-02,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator A,471552.07,467389.95
GL-480151,2025-02-19,Express Parcel (B2C),Employee Benefit Expenses,OPEX,AWS India,225509.33,229675.78
GL-109778,2025-03-17,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Prologis Warehousing,383515.38,381959.0
GL-301505,2026-01-12,Cross-Border,Facility Leases (Hubs & Gateways),OPEX,Vanderlande Sorters,346192.78,351468.92
GL-471712,2025-02-22,Corporate HQ,Cloud Hosting (Orion Platform),OPEX,Local Fleet Operator B,309313.59,352157.27
GL-117815,2025-03-18,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Vanderlande Sorters,240276.83,250868.63
GL-978066,2024-12-17,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Indian Oil Corp,176053.17,184509.97
GL-366861,2026-02-16,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Amazon Web Serv,186597.46,187114.5
GL-765349,2025-06-04,Supply Chain Services,Cloud Hosting (Orion Platform),OPEX,Blue Yonder,103302.37,115101.65
GL-293314,2025-07-31,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,189731.39,188235.58
GL-878608,2025-08-26,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,484103.1,473502.54
GL-842534,2025-07-17,Part Truckload (PTL),Automated Sorter Systems,CAPEX,Blue Yonder,289188.66,278872.43
GL-641790,2025-05-13,Supply Chain Services,Facility Leases (Hubs & Gateways),OPEX,Prologis Warehousing,132992.06,127811.81
GL-377506,2025-11-05,Express Parcel (B2C),Employee Benefit Expenses,OPEX,Prologis Warehousing,279897.27,266055.68
GL-704271,2024-09-24,Corporate HQ,Automated Sorter Systems,CAPEX,Reliance BP Mobility,86974.67,87732.45
GL-268670,2026-01-08,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Local Fleet Operator B,345715.89,335367.82
GL-536897,2025-02-26,Corporate HQ,Facility Leases (Hubs & Gateways),OPEX,Local Fleet Operator B,482793.99,471382.4
GL-452699,2024-06-09,Part Truckload (PTL),Cloud Hosting (Orion Platform),OPEX,Indian Oil Corp,473286.09,503679.24
GL-625843,2024-08-10,Supply Chain Services,Freight Handling & Contract Labor,OPEX,Indian Oil Corp,480485.42,468338.39
GL-716245,2025-11-26,Cross-Border,Automated Sorter Systems,CAPEX,Vanderlande Sorters,240765.74,229039.79
GL-230516,2025-07-29,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,23424.47,23964.67
GL-928454,2026-03-08,Express Parcel (B2C),Freight Handling & Contract Labor,OPEX,Reliance BP Mobility,293792.56,299865.34
GL-383575,2025-03-05,Supply Chain Services,Freight Handling & Contract Labor,OPEX,AWS India,475045.3,477128.66
GL-201525,2024-07-11,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Reliance BP Mobility,289146.69,309071.14
GL-806061,2025-02-07,Part Truckload (PTL),Employee Benefit Expenses,OPEX,Indian Oil Corp,183473.1,192164.53
GL-820197,2025-01-31,Express Parcel (B2C),Cloud Hosting (Orion Platform),OPEX,Amazon Web Serv,165813.34,174671.62
GL-739977,2026-01-17,Part Truckload (PTL),Facility Leases (Hubs & Gateways),OPEX,Blue Yonder,493663.2,475604.91
GL-558300,2025-03-02,Part Truckload (PTL),IT Infrastructure (Servers),CAPEX,Indian Oil Corp,56401.72,56945.91
GL-824421,2025-03-14,Supply Chain Services,Automated Sorter Systems,CAPEX,Blue Yonder,457668.59,467714.81
GL-737410,2024-09-25,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Blue Yonder,28440.7,28440.21
GL-519662,2024-08-05,Supply Chain Services,IT Infrastructure (Servers),CAPEX,AWS India,244587.29,240149.84
GL-170013,2025-07-13,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Reliance BP Mobility,432408.8,423793.86
GL-969801,2025-05-18,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Reliance BP Mobility,237873.87,242115.52
GL-695265,2025-12-13,Supply Chain Services,IT Infrastructure (Servers),CAPEX,Local Fleet Operator B,81244.69,83507.18
GL-898353,2024-10-31,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Prologis Warehousing,480198.63,669693.18
GL-375944,2024-07-02,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,AWS India,443025.79,435439.52
GL-430990,2026-03-04,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,85676.6,86608.96
GL-223864,2024-04-22,Corporate HQ,Material Handling Equipment (AGVs),CAPEX,Reliance BP Mobility,146219.63,150731.83
GL-689145,2025-01-25,Part Truckload (PTL),Material Handling Equipment (AGVs),CAPEX,Prologis Warehousing,175063.88,183072.42
GL-892218,2026-01-30,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator B,492060.16,507081.09
GL-986970,2024-05-19,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Local Fleet Operator B,63526.07,60828.91
GL-438959,2024-09-10,Express Parcel (B2C),Automated Sorter Systems,CAPEX,Prologis Warehousing,19052.79,19727.87
GL-173222,2025-07-26,Express Parcel (B2C),Line-haul Costs (Fuel & Tolls),OPEX,Local Fleet Operator A,310318.45,316358.03
GL-111651,2025-08-10,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Vanderlande Sorters,193735.16,192722.14
GL-315652,2025-01-11,Express Parcel (B2C),IT Infrastructure (Servers),CAPEX,Local Fleet Operator A,206890.41,210716.66
GL-332894,2024-12-03,Part Truckload (PTL),Line-haul Costs (Fuel & Tolls),OPEX,Blue Yonder,241457.27,319583.88
GL-426148,2024-09-03,Express Parcel (B2C),Material Handling Equipment (AGVs),CAPEX,Indian Oil Corp,105750.64,102075.96
GL-194910,2024-12-03,Express Parcel (B2C),Facility Leases (Hubs & Gateways),OPEX,Reliance BP Mobility,205400.58,198840.48
